TimeFrame,Location Id,Dwelling Type,Number Of Beds,Total Bonds,Active Bonds,Closed Bonds,Geometric Mean Rent,Log Std Dev Weekly Rent,TA2019,WARD2019
2026-04-01,316600,ALL,1,9,24,0,620.0,0.1417,Christchurch City,"['Hornby Ward', 'Harewood Ward']"
2026-04-01,316800,ALL,1,9,39,0,458.0,0.6683,Christchurch City,['Harewood Ward']
2026-04-01,316900,ALL,1,6,12,0,677.0,0.1733,Christchurch City,['Harewood Ward']
2026-04-01,317300,ALL,1,6,18,0,590.0,0.1148,Christchurch City,['Innes Ward']
2026-04-01,317400,ALL,1,6,24,6,598.0,0.129,Christchurch City,['Harewood Ward']
2026-04-01,317700,ALL,1,12,30,3,607.0,0.1153,Christchurch City,['Waimairi Ward']
2026-04-01,317800,ALL,1,15,57,0,552.0,0.5668,Christchurch City,['Harewood Ward']
2026-04-01,317900,ALL,1,6,12,3,638.0,0.164,Christchurch City,"['Papanui Ward', 'Harewood Ward']"
2026-04-01,318000,ALL,1,6,39,0,764.0,0.2576,Christchurch City,['Harewood Ward']
2026-04-01,318100,ALL,1,9,30,0,689.0,0.0377,Christchurch City,['Hornby Ward']
2026-04-01,318300,ALL,1,12,36,0,236.0,0.7844,Christchurch City,['Waimairi Ward']
2026-04-01,318400,ALL,1,6,45,0,443.0,0.7309,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,318800,ALL,1,9,42,6,562.0,0.3549,Christchurch City,['Papanui Ward']
2026-04-01,319000,ALL,1,15,51,3,392.0,0.8351,Christchurch City,['Harewood Ward']
2026-04-01,319200,ALL,1,6,33,0,697.0,0.1911,Christchurch City,['Waimairi Ward']
2026-04-01,319300,ALL,1,9,21,0,610.0,0.0937,Christchurch City,['Hornby Ward']
2026-04-01,319500,ALL,1,9,39,3,529.0,0.4125,Christchurch City,['Waimairi Ward']
2026-04-01,319600,ALL,1,6,24,3,582.0,0.1801,Christchurch City,['Papanui Ward']
2026-04-01,319700,ALL,1,12,114,6,431.0,0.4443,Christchurch City,['Waimairi Ward']
2026-04-01,319800,ALL,1,27,87,0,504.0,0.3996,Christchurch City,['Hornby Ward']
2026-04-01,319900,ALL,1,18,135,9,466.0,0.534,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320100,ALL,1,6,57,0,589.0,0.1075,Christchurch City,['Papanui Ward']
2026-04-01,320200,ALL,1,15,45,6,583.0,0.1551,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-04-01,320300,ALL,1,9,36,3,659.0,0.1432,Christchurch City,['Hornby Ward']
2026-04-01,320500,ALL,1,21,84,6,459.0,0.5991,Christchurch City,['Papanui Ward']
2026-04-01,320600,ALL,1,12,51,0,426.0,0.7947,Christchurch City,['Fendalton Ward']
2026-04-01,320700,ALL,1,12,54,6,465.0,0.5611,Christchurch City,['Riccarton Ward']
2026-04-01,320800,ALL,1,15,117,6,428.0,0.672,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320900,ALL,1,9,45,0,554.0,0.1372,Christchurch City,['Papanui Ward']
2026-04-01,321000,ALL,1,18,81,0,555.0,0.4356,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-04-01,321100,ALL,1,12,18,0,747.0,0.0555,Christchurch City,['Hornby Ward']
2026-04-01,321200,ALL,1,12,93,0,523.0,0.7834,Christchurch City,['Riccarton Ward']
2026-04-01,321300,ALL,1,9,24,0,720.0,0.3595,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-04-01,321400,ALL,1,27,96,12,296.0,0.5845,Christchurch City,['Fendalton Ward']
2026-04-01,321500,ALL,1,27,249,12,293.0,0.644,Christchurch City,['Fendalton Ward']
2026-04-01,321700,ALL,1,12,120,15,304.0,0.4306,Christchurch City,['Innes Ward']
2026-04-01,321800,ALL,1,6,42,0,462.0,0.1572,Christchurch City,['Riccarton Ward']
2026-04-01,321900,ALL,1,15,69,3,589.0,0.1597,Christchurch City,['Halswell Ward']
2026-04-01,322000,ALL,1,21,84,3,518.0,0.4634,Christchurch City,['Riccarton Ward']
2026-04-01,322100,ALL,1,6,9,0,687.0,0.1495,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,322200,ALL,1,9,27,0,610.0,0.2783,Christchurch City,"['Papanui Ward', 'Fendalton Ward']"
2026-04-01,322500,ALL,1,18,111,3,392.0,0.6257,Christchurch City,['Halswell Ward']
2026-04-01,322600,ALL,1,9,24,0,644.0,0.2166,Christchurch City,['Fendalton Ward']
2026-04-01,322700,ALL,1,33,132,9,605.0,0.2165,Christchurch City,['Riccarton Ward']
2026-04-01,322900,ALL,1,12,63,0,617.0,0.1446,Christchurch City,['Halswell Ward']
2026-04-01,323000,ALL,1,15,69,6,447.0,0.4775,Christchurch City,['Fendalton Ward']
2026-04-01,323100,ALL,1,39,285,18,455.0,0.3356,Christchurch City,['Innes Ward']
2026-04-01,323200,ALL,1,6,30,3,536.0,0.0854,Christchurch City,['Riccarton Ward']
2026-04-01,323300,ALL,1,39,192,6,387.0,0.7189,Christchurch City,['Riccarton Ward']
2026-04-01,323400,ALL,1,33,225,6,543.0,0.3868,Christchurch City,['Innes Ward']
2026-04-01,323800,ALL,1,9,30,3,380.0,0.7072,Christchurch City,['Innes Ward']
2026-04-01,323900,ALL,1,6,18,3,524.0,0.4108,Christchurch City,"['Central Ward', 'Fendalton Ward']"
2026-04-01,324000,ALL,1,48,240,6,511.0,0.3681,Christchurch City,['Burwood Ward']
2026-04-01,324300,ALL,1,15,51,0,706.0,0.1919,Christchurch City,['Halswell Ward']
2026-04-01,324400,ALL,1,9,66,0,454.0,0.7368,Christchurch City,['Riccarton Ward']
2026-04-01,324500,ALL,1,54,276,21,466.0,0.3239,Christchurch City,['Halswell Ward']
2026-04-01,324600,ALL,1,6,54,3,595.0,0.0988,Christchurch City,['Burwood Ward']
2026-04-01,324800,ALL,1,12,33,0,477.0,0.5985,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325000,ALL,1,9,63,9,633.0,0.187,Christchurch City,"['Halswell Ward', 'Spreydon Ward']"
2026-04-01,325100,ALL,1,69,357,15,493.0,0.2857,Christchurch City,['Coastal Ward']
2026-04-01,325200,ALL,1,9,12,0,770.0,0.1606,Christchurch City,['Riccarton Ward']
2026-04-01,325300,ALL,1,36,180,21,426.0,0.4001,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325400,ALL,1,75,501,30,409.0,0.5125,Christchurch City,['Halswell Ward']
2026-04-01,325700,ALL,1,12,63,0,512.0,0.2677,Christchurch City,['Central Ward']
2026-04-01,325800,ALL,1,60,489,30,312.0,0.5937,Christchurch City,['Central Ward']
2026-04-01,325900,ALL,1,9,24,0,657.0,0.0827,Christchurch City,"['Innes Ward', 'Central Ward']"
2026-04-01,326100,ALL,1,6,21,3,534.0,0.0546,Christchurch City,['Spreydon Ward']
2026-04-01,326300,ALL,1,12,69,6,470.0,0.1834,Christchurch City,['Halswell Ward']
2026-04-01,326400,ALL,1,6,45,3,228.0,1.0054,Christchurch City,"['Spreydon Ward', 'Central Ward']"
2026-04-01,326500,ALL,1,33,234,15,378.0,0.4671,Christchurch City,['Burwood Ward']
2026-04-01,326700,ALL,1,45,177,3,566.0,0.0878,Christchurch City,['Spreydon Ward']
2026-04-01,326800,ALL,1,114,444,30,450.0,0.3639,Christchurch City,['Central Ward']
2026-04-01,326900,ALL,1,33,93,9,504.0,0.1162,Christchurch City,['Spreydon Ward']
2026-04-01,327000,ALL,1,12,42,0,509.0,0.2718,Christchurch City,['Central Ward']
2026-04-01,327100,ALL,1,12,39,3,727.0,0.0322,Christchurch City,['Central Ward']
2026-04-01,327200,ALL,1,45,222,6,459.0,0.4278,Christchurch City,['Coastal Ward']
2026-04-01,327300,ALL,1,6,12,0,585.0,0.0784,Christchurch City,['Halswell Ward']
2026-04-01,327400,ALL,1,48,240,12,472.0,0.5316,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,327500,ALL,1,9,96,33,238.0,0.674,Christchurch City,['Burwood Ward']
2026-04-01,327600,ALL,1,102,549,45,387.0,0.4473,Christchurch City,['Spreydon Ward']
2026-04-01,327800,ALL,1,6,27,0,453.0,0.8545,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,327900,ALL,1,6,36,9,482.0,0.0648,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328000,ALL,1,30,126,3,508.0,0.4421,Christchurch City,['Halswell Ward']
2026-04-01,328100,ALL,1,12,63,6,362.0,0.7545,Christchurch City,['Central Ward']
2026-04-01,328200,ALL,1,6,48,3,450.0,0.7309,Christchurch City,['Spreydon Ward']
2026-04-01,328300,ALL,1,36,120,3,523.0,0.1105,Christchurch City,['Coastal Ward']
2026-04-01,328400,ALL,1,6,18,0,272.0,0.9257,Christchurch City,"['Burwood Ward', 'Linwood Ward']"
2026-04-01,328500,ALL,1,12,117,6,312.0,0.6797,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328600,ALL,1,60,348,24,379.0,0.5441,Christchurch City,['Burwood Ward']
2026-04-01,328700,ALL,1,9,45,0,700.0,0.0721,Christchurch City,['Heathcote Ward']
2026-04-01,328900,ALL,1,21,99,6,440.0,0.5688,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,329000,ALL,1,9,78,3,368.0,0.7895,Christchurch City,['Halswell Ward']
2026-04-01,329100,ALL,1,12,48,3,299.0,0.7185,Christchurch City,['Cashmere Ward']
2026-04-01,329200,ALL,1,27,174,12,359.0,0.6738,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329300,ALL,1,6,12,3,648.0,0.0709,Christchurch City,['Linwood Ward']
2026-04-01,329400,ALL,1,30,105,9,478.0,0.2338,Christchurch City,['Heathcote Ward']
2026-04-01,329500,ALL,1,15,123,3,488.0,0.2334,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329600,ALL,1,24,198,12,400.0,0.4258,Christchurch City,['Linwood Ward']
2026-04-01,329700,ALL,1,6,18,0,826.0,0.5029,Christchurch City,['Heathcote Ward']
2026-04-01,329900,ALL,1,27,87,0,333.0,0.6017,Christchurch City,['Heathcote Ward']
2026-04-01,330000,ALL,1,27,138,6,507.0,0.2013,Christchurch City,"['Halswell Ward', 'Cashmere Ward']"
2026-04-01,330100,ALL,1,12,102,3,465.0,0.2869,Christchurch City,['Linwood Ward']
2026-04-01,330200,ALL,1,6,33,6,555.0,0.259,Christchurch City,['Coastal Ward']
2026-04-01,330500,ALL,1,12,81,3,423.0,0.5757,Christchurch City,['Linwood Ward']
2026-04-01,330600,ALL,1,6,18,0,599.0,0.3808,Christchurch City,['Cashmere Ward']
2026-04-01,331100,ALL,1,6,30,3,632.0,0.1977,Christchurch City,"['Linwood Ward', 'Heathcote Ward']"
2026-04-01,331200,ALL,1,6,57,0,129.0,0.6773,Christchurch City,['Cashmere Ward']
2026-04-01,331300,ALL,1,9,27,3,581.0,0.6241,Christchurch City,['Cashmere Ward']
2026-04-01,331400,ALL,1,12,27,3,659.0,0.1626,Christchurch City,"['Heathcote Ward', 'Cashmere Ward']"
2026-04-01,331700,ALL,1,9,12,0,692.0,0.4053,Christchurch City,['Coastal Ward']
2026-04-01,332000,ALL,1,15,54,3,418.0,0.5574,Christchurch City,['Heathcote Ward']
2026-04-01,332400,ALL,1,12,60,0,475.0,0.406,Christchurch City,['Heathcote Ward']
2026-04-01,332500,ALL,1,6,9,0,625.0,0.2288,Christchurch City,['Banks Peninsula Ward']
2026-04-01,332700,ALL,1,6,27,0,618.0,0.0972,Christchurch City,['Heathcote Ward']
2026-04-01,319800,ALL,2,6,81,12,566.0,0.0282,Christchurch City,['Hornby Ward']
2026-04-01,320700,ALL,2,6,93,6,495.0,0.0699,Christchurch City,['Riccarton Ward']
2026-04-01,321400,ALL,2,18,339,36,570.0,0.1891,Christchurch City,['Fendalton Ward']
2026-04-01,321800,ALL,2,6,93,3,654.0,0.1688,Christchurch City,['Riccarton Ward']
2026-04-01,322200,ALL,2,6,168,15,469.0,0.3724,Christchurch City,"['Papanui Ward', 'Fendalton Ward']"
2026-04-01,322700,ALL,2,15,195,18,437.0,0.3845,Christchurch City,['Riccarton Ward']
2026-04-01,323000,ALL,2,21,324,36,478.0,0.4471,Christchurch City,['Fendalton Ward']
2026-04-01,323200,ALL,2,12,378,21,513.0,0.0842,Christchurch City,['Riccarton Ward']
2026-04-01,323300,ALL,2,15,369,36,514.0,0.183,Christchurch City,['Riccarton Ward']
2026-04-01,323800,ALL,2,9,63,3,602.0,0.1122,Christchurch City,['Innes Ward']
2026-04-01,323900,ALL,2,24,681,45,488.0,0.1098,Christchurch City,"['Central Ward', 'Fendalton Ward']"
2026-04-01,324400,ALL,2,12,129,27,584.0,0.1308,Christchurch City,['Riccarton Ward']
2026-04-01,324800,ALL,2,27,378,48,502.0,0.2726,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325200,ALL,2,6,153,15,474.0,0.2141,Christchurch City,['Riccarton Ward']
2026-04-01,325300,ALL,2,24,357,33,452.0,0.3635,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325700,ALL,2,12,138,12,556.0,0.1116,Christchurch City,['Central Ward']
2026-04-01,325800,ALL,2,21,279,39,544.0,0.2795,Christchurch City,['Central Ward']
2026-04-01,326100,ALL,2,6,87,12,683.0,0.313,Christchurch City,['Spreydon Ward']
2026-04-01,326800,ALL,2,9,306,27,498.0,0.0603,Christchurch City,['Central Ward']
2026-04-01,326900,ALL,2,12,171,9,537.0,0.1093,Christchurch City,['Spreydon Ward']
2026-04-01,327000,ALL,2,6,39,9,466.0,0.225,Christchurch City,['Central Ward']
2026-04-01,327100,ALL,2,33,768,60,470.0,0.1179,Christchurch City,['Central Ward']
2026-04-01,327400,ALL,2,15,87,6,518.0,0.1331,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,327600,ALL,2,6,54,3,447.0,0.2024,Christchurch City,['Spreydon Ward']
2026-04-01,327700,ALL,2,12,129,18,500.0,0.0587,Christchurch City,"['Spreydon Ward', 'Halswell Ward']"
2026-04-01,327900,ALL,2,12,396,30,461.0,0.1179,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328200,ALL,2,15,126,9,580.0,0.1925,Christchurch City,['Spreydon Ward']
2026-04-01,328400,ALL,2,15,186,24,445.0,0.2676,Christchurch City,"['Burwood Ward', 'Linwood Ward']"
2026-04-01,328500,ALL,2,6,159,12,507.0,0.1244,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328900,ALL,2,6,279,15,530.0,0.0473,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,329100,ALL,2,12,210,18,444.0,0.2552,Christchurch City,['Cashmere Ward']
2026-04-01,329400,ALL,2,9,72,3,517.0,0.0767,Christchurch City,['Heathcote Ward']
2026-04-01,329600,ALL,2,9,162,9,507.0,0.1415,Christchurch City,['Linwood Ward']
2026-04-01,329700,ALL,2,6,66,6,531.0,0.0721,Christchurch City,['Heathcote Ward']
2026-04-01,329900,ALL,2,6,102,3,508.0,0.0895,Christchurch City,['Heathcote Ward']
2026-04-01,330100,ALL,2,6,57,6,495.0,0.0791,Christchurch City,['Linwood Ward']
2026-04-01,330200,ALL,2,6,27,3,476.0,0.1655,Christchurch City,['Coastal Ward']
2026-04-01,331700,ALL,2,6,30,3,424.0,0.068,Christchurch City,['Coastal Ward']
2026-04-01,317300,ALL,3,6,126,12,664.0,0.1275,Christchurch City,['Innes Ward']
2026-04-01,317800,ALL,3,6,120,9,558.0,0.1751,Christchurch City,['Harewood Ward']
2026-04-01,317900,ALL,3,6,69,9,562.0,0.0508,Christchurch City,"['Papanui Ward', 'Harewood Ward']"
2026-04-01,318000,ALL,3,9,180,12,623.0,0.2102,Christchurch City,['Harewood Ward']
2026-04-01,318300,ALL,3,6,111,9,534.0,0.0982,Christchurch City,['Waimairi Ward']
2026-04-01,319200,ALL,3,6,108,3,597.0,0.1282,Christchurch City,['Waimairi Ward']
2026-04-01,319500,ALL,3,6,120,9,603.0,0.0376,Christchurch City,['Waimairi Ward']
2026-04-01,319600,ALL,3,12,96,9,639.0,0.1236,Christchurch City,['Papanui Ward']
2026-04-01,319800,ALL,3,9,75,12,780.0,0.266,Christchurch City,['Hornby Ward']
2026-04-01,319900,ALL,3,9,144,6,601.0,0.0869,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320300,ALL,3,6,213,15,560.0,0.0998,Christchurch City,['Hornby Ward']
2026-04-01,320500,ALL,3,6,90,6,693.0,0.1066,Christchurch City,['Papanui Ward']
2026-04-01,320700,ALL,3,6,84,6,639.0,0.0679,Christchurch City,['Riccarton Ward']
2026-04-01,320800,ALL,3,6,93,3,566.0,0.1142,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320900,ALL,3,6,75,9,691.0,0.0993,Christchurch City,['Papanui Ward']
2026-04-01,321000,ALL,3,6,30,3,1295.0,0.0998,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-04-01,321100,ALL,3,6,108,15,688.0,0.1326,Christchurch City,['Hornby Ward']
2026-04-01,321400,ALL,3,12,126,21,608.0,0.072,Christchurch City,['Fendalton Ward']
2026-04-01,321700,ALL,3,6,48,6,906.0,0.3346,Christchurch City,['Innes Ward']
2026-04-01,321800,ALL,3,6,138,6,604.0,0.1063,Christchurch City,['Riccarton Ward']
2026-04-01,322100,ALL,3,9,105,12,715.0,0.1705,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,322600,ALL,3,12,204,18,490.0,0.421,Christchurch City,['Fendalton Ward']
2026-04-01,323000,ALL,3,9,141,15,722.0,0.173,Christchurch City,['Fendalton Ward']
2026-04-01,323100,ALL,3,12,195,24,783.0,0.3316,Christchurch City,['Innes Ward']
2026-04-01,323200,ALL,3,12,120,9,544.0,0.2519,Christchurch City,['Riccarton Ward']
2026-04-01,323400,ALL,3,12,231,27,660.0,0.1197,Christchurch City,['Innes Ward']
2026-04-01,323800,ALL,3,6,102,0,599.0,0.0682,Christchurch City,['Innes Ward']
2026-04-01,324400,ALL,3,6,108,6,650.0,0.2399,Christchurch City,['Riccarton Ward']
2026-04-01,324500,ALL,3,12,126,12,551.0,0.126,Christchurch City,['Halswell Ward']
2026-04-01,324800,ALL,3,6,108,9,586.0,0.032,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325100,ALL,3,6,87,6,698.0,0.3951,Christchurch City,['Coastal Ward']
2026-04-01,325300,ALL,3,9,216,15,611.0,0.0688,Christchurch City,"['Central Ward', 'Innes Ward']"
2026-04-01,325600,ALL,3,12,165,21,611.0,0.1875,Christchurch City,['Burwood Ward']
2026-04-01,325900,ALL,3,6,111,9,658.0,0.2982,Christchurch City,"['Innes Ward', 'Central Ward']"
2026-04-01,326100,ALL,3,6,195,9,480.0,0.3944,Christchurch City,['Spreydon Ward']
2026-04-01,326900,ALL,3,6,96,12,607.0,0.0605,Christchurch City,['Spreydon Ward']
2026-04-01,327000,ALL,3,9,138,9,548.0,0.0983,Christchurch City,['Central Ward']
2026-04-01,327400,ALL,3,9,228,15,505.0,0.4407,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,327600,ALL,3,12,141,9,510.0,0.3605,Christchurch City,['Spreydon Ward']
2026-04-01,327700,ALL,3,6,87,3,676.0,0.0927,Christchurch City,"['Spreydon Ward', 'Halswell Ward']"
2026-04-01,327900,ALL,3,6,123,9,592.0,0.157,Christchurch City,"['Central Ward', 'Linwood Ward']"
2026-04-01,328200,ALL,3,6,90,12,566.0,0.2248,Christchurch City,['Spreydon Ward']
2026-04-01,328600,ALL,3,9,81,3,489.0,0.1255,Christchurch City,['Burwood Ward']
2026-04-01,328900,ALL,3,9,48,6,542.0,0.1264,Christchurch City,"['Linwood Ward', 'Central Ward']"
2026-04-01,329400,ALL,3,6,57,0,653.0,0.1754,Christchurch City,['Heathcote Ward']
2026-04-01,329500,ALL,3,12,84,9,780.0,0.3384,Christchurch City,"['Cashmere Ward', 'Spreydon Ward']"
2026-04-01,329700,ALL,3,9,51,3,568.0,0.1331,Christchurch City,['Heathcote Ward']
2026-04-01,330200,ALL,3,12,36,0,617.0,0.0295,Christchurch City,['Coastal Ward']
2026-04-01,330500,ALL,3,18,144,12,610.0,0.0603,Christchurch City,['Linwood Ward']
2026-04-01,331000,ALL,3,6,18,3,652.0,0.0783,Christchurch City,['Linwood Ward']
2026-04-01,331400,ALL,3,6,18,3,470.0,0.3057,Christchurch City,"['Heathcote Ward', 'Cashmere Ward']"
2026-04-01,332700,ALL,3,9,72,3,539.0,0.1165,Christchurch City,['Heathcote Ward']
2026-04-01,320200,ALL,4,9,45,3,522.0,0.3837,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-04-01,320700,ALL,4,9,39,3,677.0,0.0148,Christchurch City,['Riccarton Ward']
2026-04-01,321300,ALL,4,15,105,9,682.0,0.1288,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-04-01,322900,ALL,4,6,12,0,690.0,0.031,Christchurch City,['Halswell Ward']
2026-04-01,323300,ALL,4,6,51,3,649.0,0.1677,Christchurch City,['Riccarton Ward']
2026-04-01,324400,ALL,4,6,36,3,691.0,0.0803,Christchurch City,['Riccarton Ward']
2026-04-01,324500,ALL,4,18,51,6,618.0,0.8477,Christchurch City,['Halswell Ward']
2026-04-01,327300,ALL,4,18,72,3,1026.0,0.2933,Christchurch City,['Halswell Ward']
2026-04-01,327400,ALL,4,12,48,0,1172.0,0.1669,Christchurch City,"['Central Ward', 'Spreydon Ward']"
2026-04-01,316600,ALL,ALL,18,273,9,685.0,0.1927,Christchurch City,"['Hornby Ward', 'Harewood Ward']"
2026-04-01,316800,ALL,ALL,15,195,9,633.0,0.1782,Christchurch City,['Harewood Ward']
2026-04-01,316900,ALL,ALL,6,111,9,566.0,0.1734,Christchurch City,['Harewood Ward']
2026-04-01,317300,ALL,ALL,6,111,3,609.0,0.1276,Christchurch City,['Innes Ward']
2026-04-01,317400,ALL,ALL,15,129,12,308.0,0.7824,Christchurch City,['Harewood Ward']
2026-04-01,317600,ALL,ALL,6,117,6,610.0,0.3172,Christchurch City,['Harewood Ward']
2026-04-01,317700,ALL,ALL,9,207,9,473.0,0.4982,Christchurch City,['Waimairi Ward']
2026-04-01,317800,ALL,ALL,30,342,36,598.0,0.249,Christchurch City,['Harewood Ward']
2026-04-01,317900,ALL,ALL,21,273,18,404.0,0.7905,Christchurch City,"['Papanui Ward', 'Harewood Ward']"
2026-04-01,318000,ALL,ALL,12,153,6,399.0,0.4935,Christchurch City,['Harewood Ward']
2026-04-01,318100,ALL,ALL,18,273,21,677.0,0.1653,Christchurch City,['Hornby Ward']
2026-04-01,318200,ALL,ALL,18,228,12,576.0,0.1397,Christchurch City,['Hornby Ward']
2026-04-01,318300,ALL,ALL,21,300,18,579.0,0.3164,Christchurch City,['Waimairi Ward']
2026-04-01,318400,ALL,ALL,18,219,18,588.0,0.1648,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,318600,ALL,ALL,24,423,21,519.0,0.3875,Christchurch City,['Papanui Ward']
2026-04-01,318700,ALL,ALL,30,360,24,524.0,0.3681,Christchurch City,['Hornby Ward']
2026-04-01,318800,ALL,ALL,30,573,39,541.0,0.4475,Christchurch City,['Papanui Ward']
2026-04-01,318900,ALL,ALL,15,246,15,523.0,0.2459,Christchurch City,['Waimairi Ward']
2026-04-01,319000,ALL,ALL,18,288,12,589.0,0.1404,Christchurch City,['Harewood Ward']
2026-04-01,319200,ALL,ALL,12,234,12,677.0,0.1954,Christchurch City,['Waimairi Ward']
2026-04-01,319300,ALL,ALL,33,444,39,462.0,0.5638,Christchurch City,['Hornby Ward']
2026-04-01,319400,ALL,ALL,24,270,18,531.0,0.5682,Christchurch City,['Papanui Ward']
2026-04-01,319500,ALL,ALL,24,255,24,553.0,0.5106,Christchurch City,['Waimairi Ward']
2026-04-01,319600,ALL,ALL,27,483,21,475.0,0.5631,Christchurch City,['Papanui Ward']
2026-04-01,319700,ALL,ALL,21,423,27,532.0,0.2211,Christchurch City,['Waimairi Ward']
2026-04-01,319800,ALL,ALL,27,273,21,436.0,0.5232,Christchurch City,['Hornby Ward']
2026-04-01,319900,ALL,ALL,18,150,21,736.0,0.0591,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320100,ALL,ALL,27,315,15,588.0,0.5688,Christchurch City,['Papanui Ward']
2026-04-01,320200,ALL,ALL,15,114,12,682.0,0.3917,Christchurch City,"['Waimairi Ward', 'Fendalton Ward']"
2026-04-01,320300,ALL,ALL,33,276,27,325.0,0.6036,Christchurch City,['Hornby Ward']
2026-04-01,320500,ALL,ALL,42,714,30,350.0,0.5998,Christchurch City,['Papanui Ward']
2026-04-01,320600,ALL,ALL,24,297,24,394.0,0.5008,Christchurch City,['Fendalton Ward']
2026-04-01,320700,ALL,ALL,30,273,27,638.0,0.1725,Christchurch City,['Riccarton Ward']
2026-04-01,320800,ALL,ALL,33,270,24,567.0,0.441,Christchurch City,"['Fendalton Ward', 'Papanui Ward']"
2026-04-01,320900,ALL,ALL,6,42,9,565.0,0.0966,Christchurch City,['Papanui Ward']
2026-04-01,321000,ALL,ALL,12,231,12,746.0,0.386,Christchurch City,"['Hornby Ward', 'Riccarton Ward']"
2026-04-01,321100,ALL,ALL,6,117,12,644.0,0.1769,Christchurch City,['Hornby Ward']
2026-04-01,321200,ALL,ALL,9,120,12,802.0,0.4402,Christchurch City,['Riccarton Ward']
2026-04-01,321300,ALL,ALL,24,528,27,427.0,0.6219,Christchurch City,"['Burwood Ward', 'Innes Ward']"
2026-04-01,321400,ALL,ALL,6,99,6,733.0,0.0834,Christchurch City,['Fendalton Ward']
2026-04-01,321500,ALL,ALL,24,96,9,650.0,0.3923,Christchurch City,['Fendalton Ward']
2026-04-01,321700,ALL,ALL,60,645,66,614.0,0.2356,Christchurch City,['Innes Ward']
2026-04-01,321800,ALL,ALL,30,321,27,611.0,0.136,Christchurch City,['Riccarton Ward']
2026-04-01,321900,ALL,ALL,24,261,18,536.0,0.4868,Christchurch City,['Halswell Ward']
2026-04-01,322100,ALL,ALL,57,894,78,481.0,0.378,Christchurch City,"['Innes Ward', 'Papanui Ward']"
2026-04-01,322200,ALL,ALL,15,276,15,522.0,0.3713,Christchurch City,"['Papanui Ward', 'Fendalton Ward']"
2026-04-01,322300,ALL,ALL,12,132,9,707.0,0.1174,Christchurch City,"['Riccarton Ward', 'Halswell Ward']"
2026-04-01,322400,ALL,ALL,9,135,12,558.0,0.0971,Christchurch City,"['Riccarton Ward', 'Fendalton Ward']"
2026-04-01,322500,ALL,ALL,63,573,42,437.0,0.6211,Christchurch City,['Halswell Ward']
2026-04-01,322600,ALL,ALL,60,711,51,531.0,0.4117,Christchurch City,['Fendalton Ward']
2026-04-01,322700,ALL,ALL,12,198,15,478.0,0.6505,Christchurch City,['Riccarton Ward']
2026-04-01,322800,ALL,ALL,9,63,3,767.0,0.2013,Christchurch City,['Halswell Ward']
2026-04-01,322900,ALL,ALL,9,147,9,572.0,0.3762,Christchurch City,['Halswell Ward']
2026-04-01,323000,ALL,ALL,78,969,54,511.0,0.3558,Christchurch City,['Fendalton Ward']
2026-04-01,323100,ALL,ALL,24,363,27,712.0,0.1652,Christchurch City,['Innes Ward']
2026-04-01,323200,ALL,ALL,9,189,9,516.0,0.5999,Christchurch City,['Riccarton Ward']
2026-04-01,323300,ALL,ALL,78,981,99,516.0,0.3535,Christchurch City,['Riccarton Ward']
